 INFO [2020-10-06 18:17:05,228] ({main} RemoteInterpreterServer.java[main]:261) - URL:jar:file:/zeppelin/lib/interpreter/zeppelin-interpreter-0.8.1.jar!/org/apache/zeppelin/interpreter/remote/RemoteInterpreterServer.class
 INFO [2020-10-06 18:17:16,131] ({pool-1-thread-3} IPythonInterpreter.java[launchIPythonKernel]:293) - Wait for IPython Kernel to be started
 INFO [2020-10-06 18:17:16,254] ({pool-1-thread-3} IPythonInterpreter.java[launchIPythonKernel]:293) - Wait for IPython Kernel to be started
 INFO [2020-10-06 18:17:16,403] ({pool-1-thread-3} IPythonInterpreter.java[launchIPythonKernel]:293) - Wait for IPython Kernel to be started
 INFO [2020-10-06 18:17:16,518] ({pool-1-thread-3} IPythonInterpreter.java[launchIPythonKernel]:293) - Wait for IPython Kernel to be started
 INFO [2020-10-06 18:17:16,635] ({pool-1-thread-3} IPythonInterpreter.java[launchIPythonKernel]:293) - Wait for IPython Kernel to be started
 INFO [2020-10-06 18:17:16,748] ({pool-1-thread-3} IPythonInterpreter.java[launchIPythonKernel]:293) - Wait for IPython Kernel to be started
 INFO [2020-10-06 18:17:16,868] ({pool-1-thread-3} IPythonInterpreter.java[launchIPythonKernel]:293) - Wait for IPython Kernel to be started
 INFO [2020-10-06 18:17:17,118] ({pool-1-thread-3} IPythonInterpreter.java[launchIPythonKernel]:293) - Wait for IPython Kernel to be started
 INFO [2020-10-06 18:17:17,229] ({pool-1-thread-3} IPythonInterpreter.java[launchIPythonKernel]:293) - Wait for IPython Kernel to be started
 INFO [2020-10-06 18:17:17,350] ({pool-1-thread-3} IPythonInterpreter.java[launchIPythonKernel]:293) - Wait for IPython Kernel to be started
 INFO [2020-10-06 18:17:17,474] ({pool-1-thread-3} IPythonInterpreter.java[launchIPythonKernel]:293) - Wait for IPython Kernel to be started
 INFO [2020-10-06 18:17:17,593] ({pool-1-thread-3} IPythonInterpreter.java[launchIPythonKernel]:293) - Wait for IPython Kernel to be started
 INFO [2020-10-06 18:17:17,668] ({pool-1-thread-3} IPythonInterpreter.java[launchIPythonKernel]:293) - Wait for IPython Kernel to be started
 INFO [2020-10-06 18:17:17,783] ({pool-1-thread-3} IPythonInterpreter.java[launchIPythonKernel]:293) - Wait for IPython Kernel to be started
 INFO [2020-10-06 18:17:17,901] ({pool-1-thread-3} IPythonInterpreter.java[launchIPythonKernel]:293) - Wait for IPython Kernel to be started
 INFO [2020-10-06 18:17:18,012] ({pool-1-thread-3} IPythonInterpreter.java[launchIPythonKernel]:293) - Wait for IPython Kernel to be started
 INFO [2020-10-06 18:17:18,194] ({pool-1-thread-3} IPythonInterpreter.java[launchIPythonKernel]:293) - Wait for IPython Kernel to be started
 INFO [2020-10-06 18:17:18,451] ({pool-1-thread-3} IPythonInterpreter.java[launchIPythonKernel]:293) - Wait for IPython Kernel to be started
 INFO [2020-10-06 18:17:18,579] ({pool-1-thread-3} IPythonInterpreter.java[launchIPythonKernel]:293) - Wait for IPython Kernel to be started
 INFO [2020-10-06 18:17:18,689] ({pool-1-thread-3} IPythonInterpreter.java[launchIPythonKernel]:293) - Wait for IPython Kernel to be started
 INFO [2020-10-06 18:17:18,822] ({pool-1-thread-3} IPythonInterpreter.java[launchIPythonKernel]:290) - IPython Kernel is Running
 INFO [2020-10-06 18:17:18,825] ({pool-1-thread-3} Py4JUtils.java[createGatewayServer]:44) - Launching GatewayServer at 127.0.0.1:41053
 INFO [2020-10-06 18:17:19,734] ({pool-1-thread-3} PythonInterpreter.java[open]:235) - IPython is available, Use IPythonInterpreter to replace PythonInterpreter
 INFO [2020-10-06 18:17:20,133] ({pool-2-thread-4} SchedulerFactory.java[jobFinished]:120) - Job 20200226-234351_1863175723 finished by scheduler org.apache.zeppelin.python.PythonInterpreter1576715040
 INFO [2020-10-06 18:22:54,660] ({pool-2-thread-5} SchedulerFactory.java[jobStarted]:114) - Job 20200226-234227_1613779901 started by scheduler interpreter_1783394629
 INFO [2020-10-06 18:23:01,558] ({pool-1-thread-4} RemoteInterpreterServer.java[cancel]:681) - cancel org.apache.zeppelin.python.PythonInterpreter 20200226-234351_1863175723
 INFO [2020-10-06 18:23:04,172] ({pool-2-thread-5} SchedulerFactory.java[jobFinished]:120) - Job 20200226-234227_1613779901 finished by scheduler interpreter_1783394629
 INFO [2020-10-06 18:23:09,244] ({pool-2-thread-4} SchedulerFactory.java[jobStarted]:114) - Job 20200226-234351_1863175723 started by scheduler interpreter_1783394629
 INFO [2020-10-06 18:23:09,866] ({pool-2-thread-4} SchedulerFactory.java[jobFinished]:120) - Job 20200226-234351_1863175723 finished by scheduler interpreter_1783394629
 INFO [2020-10-06 18:23:13,055] ({pool-2-thread-5} SchedulerFactory.java[jobStarted]:114) - Job 20200226-235150_501496302 started by scheduler interpreter_1783394629
 INFO [2020-10-06 18:23:13,157] ({pool-2-thread-5} SchedulerFactory.java[jobFinished]:120) - Job 20200226-235150_501496302 finished by scheduler interpreter_1783394629
 INFO [2020-10-06 18:23:20,308] ({pool-2-thread-6} SchedulerFactory.java[jobStarted]:114) - Job 20200227-034147_1180318445 started by scheduler interpreter_1783394629
 INFO [2020-10-06 18:23:26,079] ({pool-2-thread-6} SchedulerFactory.java[jobFinished]:120) - Job 20200227-034147_1180318445 finished by scheduler interpreter_1783394629
 INFO [2020-10-06 18:23:26,089] ({pool-2-thread-4} SchedulerFactory.java[jobStarted]:114) - Job 20200227-035402_149386780 started by scheduler interpreter_1783394629
 INFO [2020-10-06 18:23:32,462] ({pool-2-thread-4} SchedulerFactory.java[jobFinished]:120) - Job 20200227-035402_149386780 finished by scheduler interpreter_1783394629
