 INFO [2020-10-02 18:51:20,969] ({main} RemoteInterpreterServer.java[main]:261) - URL:jar:file:/zeppelin/lib/interpreter/zeppelin-interpreter-0.8.1.jar!/org/apache/zeppelin/interpreter/remote/RemoteInterpreterServer.class
 INFO [2020-10-02 18:51:24,118] ({pool-2-thread-4} SchedulerFactory.java[jobStarted]:114) - Job 20200227-034147_1180318445 started by scheduler org.apache.zeppelin.python.PythonInterpreter707068492
 INFO [2020-10-02 18:51:24,829] ({pool-1-thread-4} RemoteInterpreterServer.java[cancel]:681) - cancel org.apache.zeppelin.python.PythonInterpreter 20200227-034147_1180318445
 INFO [2020-10-02 18:51:26,547] ({pool-1-thread-3} IPythonInterpreter.java[checkIPythonPrerequisite]:198) - IPython prerequisite is met
 INFO [2020-10-02 18:51:26,549] ({pool-1-thread-3} IPythonInterpreter.java[open]:135) - Python Exec: python
 INFO [2020-10-02 18:51:27,663] ({pool-1-thread-3} IPythonInterpreter.java[checkIPythonPrerequisite]:198) - IPython prerequisite is met
 INFO [2020-10-02 18:51:27,671] ({pool-1-thread-3} IPythonInterpreter.java[open]:146) - Launching IPython Kernel at port: 33101
 INFO [2020-10-02 18:51:27,677] ({pool-1-thread-3} IPythonInterpreter.java[open]:147) - Launching JVM Gateway at port: 33271
 INFO [2020-10-02 18:51:28,626] ({pool-1-thread-3} IPythonInterpreter.java[setupIPythonEnv]:319) - PYTHONPATH:/zeppelin/interpreter/python/py4j-0.9.2/src
 INFO [2020-10-02 18:51:31,182] ({pool-1-thread-3} IPythonInterpreter.java[launchIPythonKernel]:293) - Wait for IPython Kernel to be started
 INFO [2020-10-02 18:51:31,297] ({pool-1-thread-3} IPythonInterpreter.java[launchIPythonKernel]:293) - Wait for IPython Kernel to be started
 INFO [2020-10-02 18:51:31,408] ({pool-1-thread-3} IPythonInterpreter.java[launchIPythonKernel]:293) - Wait for IPython Kernel to be started
 INFO [2020-10-02 18:51:31,522] ({pool-1-thread-3} IPythonInterpreter.java[launchIPythonKernel]:293) - Wait for IPython Kernel to be started
 INFO [2020-10-02 18:51:31,645] ({pool-1-thread-3} IPythonInterpreter.java[launchIPythonKernel]:293) - Wait for IPython Kernel to be started
 INFO [2020-10-02 18:51:31,763] ({pool-1-thread-3} IPythonInterpreter.java[launchIPythonKernel]:293) - Wait for IPython Kernel to be started
 INFO [2020-10-02 18:51:31,878] ({pool-1-thread-3} IPythonInterpreter.java[launchIPythonKernel]:293) - Wait for IPython Kernel to be started
 INFO [2020-10-02 18:51:31,995] ({pool-1-thread-3} IPythonInterpreter.java[launchIPythonKernel]:293) - Wait for IPython Kernel to be started
 INFO [2020-10-02 18:51:32,106] ({pool-1-thread-3} IPythonInterpreter.java[launchIPythonKernel]:293) - Wait for IPython Kernel to be started
 INFO [2020-10-02 18:51:32,218] ({pool-1-thread-3} IPythonInterpreter.java[launchIPythonKernel]:293) - Wait for IPython Kernel to be started
 INFO [2020-10-02 18:51:32,328] ({pool-1-thread-3} IPythonInterpreter.java[launchIPythonKernel]:293) - Wait for IPython Kernel to be started
 INFO [2020-10-02 18:51:32,439] ({pool-1-thread-3} IPythonInterpreter.java[launchIPythonKernel]:293) - Wait for IPython Kernel to be started
 INFO [2020-10-02 18:51:32,549] ({pool-1-thread-3} IPythonInterpreter.java[launchIPythonKernel]:293) - Wait for IPython Kernel to be started
 INFO [2020-10-02 18:51:32,658] ({pool-1-thread-3} IPythonInterpreter.java[launchIPythonKernel]:293) - Wait for IPython Kernel to be started
 INFO [2020-10-02 18:51:32,770] ({pool-1-thread-3} IPythonInterpreter.java[launchIPythonKernel]:293) - Wait for IPython Kernel to be started
 INFO [2020-10-02 18:51:32,883] ({pool-1-thread-3} IPythonInterpreter.java[launchIPythonKernel]:293) - Wait for IPython Kernel to be started
 INFO [2020-10-02 18:51:33,002] ({pool-1-thread-3} IPythonInterpreter.java[launchIPythonKernel]:290) - IPython Kernel is Running
 INFO [2020-10-02 18:51:33,004] ({pool-1-thread-3} Py4JUtils.java[createGatewayServer]:44) - Launching GatewayServer at 127.0.0.1:33271
 INFO [2020-10-02 18:51:33,614] ({pool-1-thread-3} PythonInterpreter.java[open]:235) - IPython is available, Use IPythonInterpreter to replace PythonInterpreter
 INFO [2020-10-02 18:51:33,686] ({pool-1-thread-4} PythonInterpreter.java[interrupt]:460) - Sending SIGINT signal to PID : 0
